energies,initx,inity,initz,tot_dist,dEdx,beta_gamma
1999.77,1047.93,-194.894,-1067,1285.65,0.000192176,19.9016
1999.93,152.445,-160.525,-369.304,5.60969,0.000192178,19.9032
1999.84,448.118,-402.571,-1007.21,736.081,0.000192177,19.9023
1999.94,144.719,92.7765,-209.797,3.47963,0.000192178,19.9032
1999.8,671.657,552.403,-1065.19,1097.36,0.000192177,19.902
1999.43,-802.174,-701.951,519.982,1010.59,0.000192173,19.8984
1999.38,765.369,741.835,276.12,938.283,0.000192172,19.8979
1999.77,38.3853,-215.723,-369.289,1.2272,0.000192176,19.9016
1999.65,150.613,-576.957,-1007.2,725.197,0.000192175,19.9005
1999.19,769.68,-737.332,123.461,914.359,0.00019217,19.8962
1999.29,-783.761,722.44,331.023,951.098,0.000192171,19.8971
1999.15,-581.722,893.141,879.201,1177.83,0.000192169,19.8958
1999.18,1029.18,277.45,968.685,1227.71,0.00019217,19.8961
1999.49,884.704,594.577,-491.988,1000.36,0.000192173,19.899
1999.41,-374.29,-998.049,213.17,926.262,0.000192172,19.8983
1999.45,-847.216,646.808,364.535,959.941,0.000192173,19.8986
1996.96,292.867,-1024.9,-687.516,1081.02,0.000192144,19.8751
2.16054,36.241,-155.871,-101.216,1081.02,0.00218511,5.13154
0.541519,32.6938,-156.701,-93.1184,1081.02,0.0067431,1.80069
0.162669,34.5164,-156.264,-92.1191,1081.02,0.0166717,0.859073
0.0826213,35.3242,-156.107,-90.2984,1081.02,0.0260282,0.591197
1999.49,867.435,619.387,107.503,912.889,0.000192173,19.899
1999.48,409.803,983.962,357.651,958.102,0.000192173,19.8989
1999.46,-994.689,383.111,-698.847,1086.04,0.000192173,19.8987
1999.76,-104.09,909.832,-1073.05,1152.11,0.000192176,19.9016
1999.78,940.821,485.148,-1103.93,1302.11,0.000192177,19.9018
1999.94,43.9225,-162.102,177.941,11.6369,0.000192178,19.9032
1999.76,400.162,-946.55,1096.31,1270.09,0.000192176,19.9015
1998.49,402.073,-949.583,1100.12,1271.85,0.000192162,19.8895
1999.51,-772.487,-734.396,-393.252,968.169,0.000192174,19.8992
1999.44,-760.108,-747.272,698.765,1086.19,0.000192173,19.8985
1998.19,308.794,-1020.22,-289.512,941.214,0.000192158,19.8867
0.026649,309.993,-1019.82,-267.165,941.214,0.04423,0.327141
0.026649,310.027,-1019.87,-267.21,941.214,0.04423,0.327141
0.026649,310.027,-1019.87,-267.21,941.214,0.04423,0.327141
0.0241922,310.395,-1019.75,-268.665,941.214,0.0453404,0.311331
0.0241713,310.401,-1019.76,-268.688,941.214,0.0453488,0.311194
0.0241713,310.401,-1019.76,-268.688,941.214,0.0453488,0.311194
0.0217268,310.352,-1019.72,-270.93,941.214,0.0464209,0.294693
1.29851,36.3997,-155.822,-43.7831,941.214,0.003322,3.39699
1999.44,654.303,841.419,-3.87418,908.265,0.000192173,19.8985
1999.78,-72.9927,697.569,-1026.59,892.297,0.000192177,19.9017
1999.35,-73.6312,700.187,-1030.52,895.694,0.000192172,19.8976
1999.95,159.565,20.461,-177.951,1.32331,0.000192179,19.9034
1999.63,947.586,250.903,-1088.71,1215.87,0.000192175,19.9003
0.0109165,775.983,181.165,-1049.8,1215.87,0.0494315,0.207804
1998.91,531.831,923.748,-149.428,917.185,0.000192167,19.8935
1999.38,-518.099,-931.484,-487.753,998.875,0.000192172,19.898
1999.33,-431.981,974.473,954.081,1219.25,0.000192171,19.8975
1999.54,870.975,-614.42,-0.35376,908.276,0.000192174,19.8995
1999.92,-236.537,18.4165,401.129,17.7861,0.000192178,19.9031
1999.82,-592.105,1.91951,1003.4,716.14,0.000192177,19.9021
1999.82,-594.361,1.64389,1007.24,718.848,0.000192177,19.9021
1998.96,-176.752,1051.12,-804.523,1138.15,0.000192167,19.894
1999.21,596.602,-883.327,493.344,1000.94,0.00019217,19.8963
1999.52,-308.838,-1020.23,67.682,910.085,0.000192174,19.8993
1999.86,58.1918,319.084,729.732,9.53167,0.000192178,19.9025
1999.85,60.4757,345.089,788.422,38.9867,0.000192177,19.9024
1999.82,65.3316,426.74,972.358,225.339,0.000192177,19.9022
1999.48,-596.288,-883.473,-428.472,978.97,0.000192173,19.8989
1999.51,-23.4758,1065.61,-444.538,984.229,0.000192174,19.8992
1999.89,208.467,-114.926,446.162,0.117544,0.000192178,19.9028
1999.88,230.141,-125.229,491.11,21.9775,0.000192178,19.9026
1999.8,478.607,-223.805,992.003,582.443,0.000192177,19.902
1999.43,1064.03,63.6274,-944.664,1214,0.000192173,19.8985
1999.22,1022.43,301.408,-936.26,1209.18,0.00019217,19.8964
1999.81,-767.639,-57.3444,-1042.27,979.338,0.000192177,19.902
1999.37,896.889,-575.923,27.7866,908.571,0.000192172,19.8979
1999.52,563.448,-904.826,387.164,966.417,0.000192174,19.8992
1999.4,-659.754,837.13,475.045,994.519,0.000192172,19.8982
1999.33,846.926,647.154,775.406,1123.5,0.000192171,19.8975
1999.48,-799.067,-705.401,-442.91,983.599,0.000192173,19.8989
1999.88,-187.763,-213.054,581.056,10.8499,0.000192178,19.9027
1999.87,-201.041,-230.596,626.034,40.3951,0.000192178,19.9026
1999.81,-298.965,-373.609,980.202,432.89,0.000192177,19.9021
1999.35,-1028.98,-278.303,-852.823,1163.47,0.000192172,19.8977
1999.43,1065.56,-27.0261,-657.263,1067.21,0.000192173,19.8984
1999.42,1065.88,-0.0798444,12.4147,908.345,0.000192172,19.8983
1999.39,834.234,663.439,-156.951,918.062,0.000192172,19.898
1999.34,1026.21,-288.174,-372.228,962.076,0.000192172,19.8976
1999.38,-969.538,442.858,274.218,937.884,0.000192172,19.898
1999.47,933.691,-514.111,458.87,988.869,0.000192173,19.8988
1999.37,-743.116,-764.182,386.25,966.109,0.000192172,19.8979
1998.98,524.242,928.106,-909.683,1194.27,0.000192167,19.8941
1999.79,903.741,565.233,1102.25,1307.09,0.000192177,19.9018
1999.52,627.649,861.485,-253.211,933.581,0.000192174,19.8993
1999.94,-211.293,29.1121,337.357,8.577,0.000192178,19.9032
1999.8,-639.196,32.5894,1014.84,800.416,0.000192177,19.9019
1999.49,1009.81,-341.083,445.784,984.58,0.000192173,19.899
1999.94,-68.2484,179.591,-273.637,5.00462,0.000192178,19.9033
1999.82,-323.285,648.237,-1034.51,922.877,0.000192177,19.9021
1999.95,187.984,4.26089,-241.674,13.9962,0.000192179,19.9034
1999.8,809.555,107.653,-1053.6,1040.63,0.000192177,19.9019
1999.49,682.45,-818.82,-288.216,940.993,0.000192173,19.899
1999.95,-120.305,-134.424,241.7,1.5622,0.000192179,19.9034
1999.79,-452.619,-629.809,1042.24,985.838,0.000192177,19.9018
1999.77,-453.939,-632.324,1046.04,990.484,0.000192176,19.9016
1999.87,-106.943,-262.933,581.074,10.5293,0.000192178,19.9026
1999.86,-113.671,-283.826,625.991,39.7229,0.000192178,19.9025
1999.82,-158.846,-450.934,980.223,431.731,0.000192177,19.9021
1999.49,-1025.58,290.362,-538.75,1017.83,0.000192173,19.899
1999.47,1057.46,133.524,-258.27,934.569,0.000192173,19.8988
1999.27,377.729,996.731,-422.944,977.195,0.000192171,19.8969
1999.49,-754.946,752.475,371.899,961.998,0.000192173,19.899
1999.22,462.497,960.295,542.631,1019.31,0.00019217,19.8964
1999.33,-1064.05,62.4531,924.844,1203,0.000192171,19.8975
1999.38,-1047.87,195.152,-754.159,1112.8,0.000192172,19.898
1999.94,75.7069,-190.892,305.479,11.4626,0.000192178,19.9032
1999.77,311.825,-613.316,1026.65,874.273,0.000192177,19.9016
1999.33,-510.876,935.463,775.508,1123.53,0.000192171,19.8975
1999.27,-581.621,893.276,175.681,920.536,0.000192171,19.8969
1999.5,541.87,917.94,447.584,985.077,0.000192173,19.8991
1999.39,-186.672,1049.39,200.659,924.247,0.000192172,19.898
1999.82,-212.281,-243.27,729.744,5.88262,0.000192177,19.9021
1999.81,-227.508,-264.361,788.45,31.5077,0.000192177,19.902
1999.78,-272.363,-330.264,968.39,209.463,0.000192177,19.9018
1999.78,-273.31,-331.72,972.311,213.519,0.000192177,19.9018
1998.48,-409.268,984.242,266.494,936.232,0.000192162,19.8894
0.816265,-49.6414,152.127,43.5091,936.232,0.00485104,2.39717
1999.4,-995.001,382.227,-905.439,1191.99,0.000192172,19.8982
1999.81,953.337,183.091,-1084.83,1204.44,0.000192177,19.9021
1999.91,-199.399,-116.508,-401.175,5.4326,0.000192178,19.9029
1999.81,-473.054,-325.475,-999.629,681.894,0.000192177,19.902
1999.81,-474.684,-326.924,-1003.42,684.435,0.000192177,19.902
1999.41,-700.708,-803.224,406.147,972.024,0.000192172,19.8982
1999.38,1065.76,14.5874,168.844,919.601,0.000192172,19.898
1999.51,62.2164,-1064.07,-299.214,943.385,0.000192174,19.8992
1999.36,434.52,-973.331,632.279,1056.23,0.000192172,19.8977
1999.41,765.612,-741.604,645.928,1062.19,0.000192172,19.8983
1999.52,583.01,-892.353,403.396,971.246,0.000192174,19.8993
1999.5,734.469,-772.502,211.845,926.026,0.000192173,19.8991
1999.5,-394.027,990.419,351.166,956.335,0.000192173,19.8991
1999.35,396.963,989.221,-939.947,1211.29,0.000192172,19.8977
1999.43,-819.47,681.591,-277.679,938.603,0.000192173,19.8984
1998.04,775.301,-731.445,723.763,1098.06,0.000192157,19.8853
1.10572,105.605,-120.252,105.709,1098.06,0.00378931,3.00164
1999.45,-979.25,-420.88,47.7143,909.171,0.000192173,19.8986
1999.43,-834.413,-663.248,-102.988,912.517,0.000192173,19.8984
1999.41,825.893,673.786,755.563,1113.66,0.000192172,19.8982
1999.5,-1049.73,185.222,172.477,920.1,0.000192173,19.8991
1999.55,547.115,914.755,-111.596,913.23,0.000192174,19.8996
1999.95,100.508,-157.499,-241.695,12.0692,0.000192179,19.9033
1999.71,506.677,-630.413,-1049.86,1029.56,0.000192176,19.901
